"","line","lyric","element","track_name","album_name"
"337",38,"You should've thought twice 'fore you let it all go","Chorus","Should've Said No","Taylor Swift"
"338",39,"You should've known that word, 'bout what you did with her'd","Chorus","Should've Said No","Taylor Swift"
"339",40,"Get back to me (Get back to me)","Chorus","Should've Said No","Taylor Swift"
"340",41,"And I should've been there, in the back of your mind","Chorus","Should've Said No","Taylor Swift"
"341",42,"I shouldn't be asking myself, ""Why?""","Chorus","Should've Said No","Taylor Swift"
"342",43,"You shouldn't be begging for forgiveness at my feet","Chorus","Should've Said No","Taylor Swift"
"343",44,"You should've said no, baby, and you might still have me","Chorus","Should've Said No","Taylor Swift"
"344",1,"She said, I was seven and you were nine","Verse 1","Mary's Song (Oh My My My)","Taylor Swift"
"345",2,"I looked at you like the stars that shined","Verse 1","Mary's Song (Oh My My My)","Taylor Swift"
"346",3,"In the sky, the pretty lights","Verse 1","Mary's Song (Oh My My My)","Taylor Swift"
"347",4,"And our daddies used to joke about the two of us","Verse 1","Mary's Song (Oh My My My)","Taylor Swift"
"348",5,"Growing up and falling in love and our mamas smiled","Verse 1","Mary's Song (Oh My My My)","Taylor Swift"
"349",6,"And rolled their eyes and said, ""Oh my, my, my""","Verse 1","Mary's Song (Oh My My My)","Taylor Swift"
"350",7,"Take me back to the house in the backyard tree","Chorus 1","Mary's Song (Oh My My My)","Taylor Swift"
"351",8,"Said you'd beat me up, you were bigger than me","Chorus 1","Mary's Song (Oh My My My)","Taylor Swift"
"352",9,"You never did, you never did","Chorus 1","Mary's Song (Oh My My My)","Taylor Swift"
"353",10,"Take me back when our world was one block wide","Chorus 1","Mary's Song (Oh My My My)","Taylor Swift"
"354",11,"I dared you to kiss me and ran when you tried","Chorus 1","Mary's Song (Oh My My My)","Taylor Swift"
"355",12,"Just two kids, you and I","Chorus 1","Mary's Song (Oh My My My)","Taylor Swift"
"356",13,"Oh my, my, my, my","Chorus 1","Mary's Song (Oh My My My)","Taylor Swift"
"357",14,"Well, I was sixteen when suddenly","Verse 2","Mary's Song (Oh My My My)","Taylor Swift"
"358",15,"I wasn't that little girl you used to see","Verse 2","Mary's Song (Oh My My My)","Taylor Swift"
"359",16,"But your eyes still shined like pretty lights","Verse 2","Mary's Song (Oh My My My)","Taylor Swift"
"360",17,"And our daddies used to joke about the two of us","Verse 2","Mary's Song (Oh My My My)","Taylor Swift"
"361",18,"They never believed we'd really fall in love","Verse 2","Mary's Song (Oh My My My)","Taylor Swift"
"362",19,"And our mamas smiled and rolled their eyes","Verse 2","Mary's Song (Oh My My My)","Taylor Swift"
"363",20,"And said, ""Oh my, my, my""","Verse 2","Mary's Song (Oh My My My)","Taylor Swift"
"364",21,"Take me back to the creek beds we turned up","Chorus 2","Mary's Song (Oh My My My)","Taylor Swift"
"365",22,"Two A.M. riding in your truck, and all I need is you next to me","Chorus 2","Mary's Song (Oh My My My)","Taylor Swift"
"366",23,"Take me back to the time we had our very first fight","Chorus 2","Mary's Song (Oh My My My)","Taylor Swift"
"367",24,"The slamming of doors instead of kissing goodnight","Chorus 2","Mary's Song (Oh My My My)","Taylor Swift"
"368",25,"You stayed outside 'til the morning light","Chorus 2","Mary's Song (Oh My My My)","Taylor Swift"
"369",26,"Oh my, my, my, my","Chorus 2","Mary's Song (Oh My My My)","Taylor Swift"
"370",27,"A few years had gone and come around","Verse 3","Mary's Song (Oh My My My)","Taylor Swift"
"371",28,"We were sitting at our favorite spot in town","Verse 3","Mary's Song (Oh My My My)","Taylor Swift"
"372",29,"And you looked at me, got down on one knee","Verse 3","Mary's Song (Oh My My My)","Taylor Swift"
"373",30,"Take me back to the time when we walked down the aisle","Chorus 3","Mary's Song (Oh My My My)","Taylor Swift"
"374",31,"Our whole town came and our mamas cried","Chorus 3","Mary's Song (Oh My My My)","Taylor Swift"
"375",32,"You said ""I do"" and I did too","Chorus 3","Mary's Song (Oh My My My)","Taylor Swift"
"376",33,"Take me home where we met so many years before","Chorus 3","Mary's Song (Oh My My My)","Taylor Swift"
"377",34,"We'll rock our babies on that very front porch","Chorus 3","Mary's Song (Oh My My My)","Taylor Swift"
"378",35,"After all this time, you and I","Chorus 3","Mary's Song (Oh My My My)","Taylor Swift"
"379",36,"I'll be eighty-seven; you'll be eighty-nine","Outro","Mary's Song (Oh My My My)","Taylor Swift"
"380",37,"I'll still look at you like the stars that shine","Outro","Mary's Song (Oh My My My)","Taylor Swift"
"381",38,"In the sky, oh my, my, my","Outro","Mary's Song (Oh My My My)","Taylor Swift"
"382",1,"I was ridin' shotgun with my hair undone","Verse 1","Our Song","Taylor Swift"
"383",2,"In the front seat of his car","Verse 1","Our Song","Taylor Swift"
"384",3,"He's got a one-hand feel on the steering wheel","Verse 1","Our Song","Taylor Swift"
"385",4,"The other on my heart","Verse 1","Our Song","Taylor Swift"
"386",5,"I look around, turn the radio down","Verse 1","Our Song","Taylor Swift"
"387",6,"He says, ""Baby, is something wrong?""","Verse 1","Our Song","Taylor Swift"
"388",7,"I say, ""Nothin', I was just thinkin'","Verse 1","Our Song","Taylor Swift"
"389",8,"How we don't have a song""","Verse 1","Our Song","Taylor Swift"
"390",9,"And he says","Verse 1","Our Song","Taylor Swift"
"391",10,"Our song is the slamming screen door","Chorus","Our Song","Taylor Swift"
"392",11,"Sneakin' out late, tapping on your window","Chorus","Our Song","Taylor Swift"
"393",12,"When we're on the phone and you talk real slow","Chorus","Our Song","Taylor Swift"
"394",13,"'Cause it's late and your mama don't know","Chorus","Our Song","Taylor Swift"
"395",14,"Our song is the way you laugh","Chorus","Our Song","Taylor Swift"
"396",15,"The first date: ""Man, I didn't kiss her, and I should have""","Chorus","Our Song","Taylor Swift"
"397",16,"And when I got home 'fore I said amen","Chorus","Our Song","Taylor Swift"
"398",17,"Asking God if he could play it again","Chorus","Our Song","Taylor Swift"
"399",18,"I was walking up the front porch steps","Verse 2","Our Song","Taylor Swift"
"400",19,"After everything that day","Verse 2","Our Song","Taylor Swift"
"401",20,"Had gone all wrong or been trampled on","Verse 2","Our Song","Taylor Swift"
"402",21,"And lost and thrown away","Verse 2","Our Song","Taylor Swift"
"403",22,"Got to the hallway, well on my way","Verse 2","Our Song","Taylor Swift"
"404",23,"To my lovin' bed","Verse 2","Our Song","Taylor Swift"
"405",24,"I almost didn't notice all the roses","Verse 2","Our Song","Taylor Swift"
"406",25,"And the note that said","Verse 2","Our Song","Taylor Swift"
"407",26,"Our song is the slamming screen door","Chorus","Our Song","Taylor Swift"
"408",27,"Sneakin' out late, tapping on your window","Chorus","Our Song","Taylor Swift"
"409",28,"When we're on the phone and you talk real slow","Chorus","Our Song","Taylor Swift"
"410",29,"'Cause it's late and your mama don't know","Chorus","Our Song","Taylor Swift"
"411",30,"Our song is the way you laugh","Chorus","Our Song","Taylor Swift"
"412",31,"The first date: ""Man, I didn't kiss her, and I should have""","Chorus","Our Song","Taylor Swift"
"413",32,"And when I got home 'fore I said amen","Chorus","Our Song","Taylor Swift"
"414",33,"Asking God if he could play it again","Chorus","Our Song","Taylor Swift"
"415",34,"Da-da-da-da","Chorus","Our Song","Taylor Swift"
"416",35,"I've heard every album, listened to the radio","Bridge","Our Song","Taylor Swift"
"417",36,"Waited for somethin' to come along","Bridge","Our Song","Taylor Swift"
"418",37,"That was as good as our song","Bridge","Our Song","Taylor Swift"
"419",38,"'Cause our song is the slamming screen door","Chorus","Our Song","Taylor Swift"
"420",39,"Sneakin' out late, tappin' on his window","Chorus","Our Song","Taylor Swift"
"421",40,"When we're on the phone and he talks real slow","Chorus","Our Song","Taylor Swift"
"422",41,"'Cause it's late and his mama don't know","Chorus","Our Song","Taylor Swift"
"423",42,"Our song is the way he laughs","Chorus","Our Song","Taylor Swift"
"424",43,"The first date: ""Man, I didn't kiss him, and I should have""","Chorus","Our Song","Taylor Swift"
"425",44,"And when I got home 'fore I said amen","Chorus","Our Song","Taylor Swift"
"426",45,"Asking God if he could play it again","Chorus","Our Song","Taylor Swift"
"427",46,"Play it again, oh, yeah","Chorus","Our Song","Taylor Swift"
"428",47,"Oh, oh, yeah","Chorus","Our Song","Taylor Swift"
"429",48,"I was ridin' shotgun with my hair undone","Outro","Our Song","Taylor Swift"
"430",49,"In the front seat of his car","Outro","Our Song","Taylor Swift"
"431",50,"I grabbed a pen and an old napkin","Outro","Our Song","Taylor Swift"
"432",51,"And I wrote down our song","Outro","Our Song","Taylor Swift"
"433",1,"Friday night beneath the stars","Verse 1","I'm Only Me When I'm With You","Taylor Swift"
"434",2,"In a field behind your yard","Verse 1","I'm Only Me When I'm With You","Taylor Swift"
"435",3,"You and I are painting pictures in the sky","Verse 1","I'm Only Me When I'm With You","Taylor Swift"
"436",4,"And sometimes we don't say a thing","Verse 1","I'm Only Me When I'm With You","Taylor Swift"
"437",5,"Just listen to the crickets sing","Verse 1","I'm Only Me When I'm With You","Taylor Swift"
"438",6,"Everything I need is right here by my side","Verse 1","I'm Only Me When I'm With You","Taylor Swift"
"439",7,"And I know everything about you","Pre-Chorus","I'm Only Me When I'm With You","Taylor Swift"
"440",8,"I don't wanna live without you","Pre-Chorus","I'm Only Me When I'm With You","Taylor Swift"
"441",9,"I'm only up when you're not down","Chorus","I'm Only Me When I'm With You","Taylor Swift"
"442",10,"Don't wanna fly if you're still on the ground","Chorus","I'm Only Me When I'm With You","Taylor Swift"
"443",11,"It's like no matter what I do","Chorus","I'm Only Me When I'm With You","Taylor Swift"
"444",12,"Well, you drive me crazy half the time","Chorus","I'm Only Me When I'm With You","Taylor Swift"
"445",13,"The other half, I'm only tryna","Chorus","I'm Only Me When I'm With You","Taylor Swift"
"446",14,"Let you know that what I feel is true","Chorus","I'm Only Me When I'm With You","Taylor Swift"
"447",15,"And I'm only me when I'm with you","Chorus","I'm Only Me When I'm With You","Taylor Swift"
"448",16,"Just a small-town boy and girl","Verse 2","I'm Only Me When I'm With You","Taylor Swift"
"449",17,"Living in a crazy world","Verse 2","I'm Only Me When I'm With You","Taylor Swift"
"450",18,"Tryna figure out what is and isn't true","Verse 2","I'm Only Me When I'm With You","Taylor Swift"
"451",19,"And I don't try to hide my tears","Verse 2","I'm Only Me When I'm With You","Taylor Swift"
"452",20,"My secrets or my deepest fears","Verse 2","I'm Only Me When I'm With You","Taylor Swift"
"453",21,"Through it all nobody gets me like you do","Verse 2","I'm Only Me When I'm With You","Taylor Swift"
"454",22,"And you know everything about me","Pre-Chorus","I'm Only Me When I'm With You","Taylor Swift"
"455",23,"You say that you can't live without me","Pre-Chorus","I'm Only Me When I'm With You","Taylor Swift"
"456",24,"I'm only up when you're not down","Chorus","I'm Only Me When I'm With You","Taylor Swift"
"457",25,"Don't wanna fly if you're still on the ground","Chorus","I'm Only Me When I'm With You","Taylor Swift"
"458",26,"It's like no matter what I do","Chorus","I'm Only Me When I'm With You","Taylor Swift"
"459",27,"Well, you drive me crazy half the time","Chorus","I'm Only Me When I'm With You","Taylor Swift"
"460",28,"The other half, I'm only tryna","Chorus","I'm Only Me When I'm With You","Taylor Swift"
"461",29,"Let you know that what I feel is true","Chorus","I'm Only Me When I'm With You","Taylor Swift"
"462",30,"And I'm only me when I'm with you","Chorus","I'm Only Me When I'm With You","Taylor Swift"
"463",31,"When I'm with anybody else","Bridge","I'm Only Me When I'm With You","Taylor Swift"
"464",32,"It's so hard to be myself","Bridge","I'm Only Me When I'm With You","Taylor Swift"
"465",33,"And only you can tell","Bridge","I'm Only Me When I'm With You","Taylor Swift"
"466",34,"That I'm only up when you're not down","Chorus","I'm Only Me When I'm With You","Taylor Swift"
"467",35,"Don't wanna fly if you're still on the ground","Chorus","I'm Only Me When I'm With You","Taylor Swift"
"468",36,"It's like no matter what I do","Chorus","I'm Only Me When I'm With You","Taylor Swift"
"469",37,"Well, you drive me crazy half the time","Chorus","I'm Only Me When I'm With You","Taylor Swift"
"470",38,"The other half, I'm only tryna","Chorus","I'm Only Me When I'm With You","Taylor Swift"
"471",39,"Let you know that what I feel is true","Chorus","I'm Only Me When I'm With You","Taylor Swift"
"472",40,"And I'm only me, who I wanna be","Chorus","I'm Only Me When I'm With You","Taylor Swift"
"473",41,"Well, I'm only me when I'm with you","Chorus","I'm Only Me When I'm With You","Taylor Swift"
"474",42,"With you","Outro","I'm Only Me When I'm With You","Taylor Swift"
"475",43,"Uh-huh, yeah","Outro","I'm Only Me When I'm With You","Taylor Swift"
"476",1,"She can't see the way your eyes","Verse 1","Invisible","Taylor Swift"
"477",2,"Light up when you smile","Verse 1","Invisible","Taylor Swift"
"478",3,"She'll never notice how you stop and stare","Verse 1","Invisible","Taylor Swift"
"479",4,"Whenever she walks by","Verse 1","Invisible","Taylor Swift"
"480",5,"And you can't see me wanting you the way you want her","Pre-Chorus","Invisible","Taylor Swift"
"481",6,"But you are everything to me","Pre-Chorus","Invisible","Taylor Swift"
"482",7,"And I just wanna show you","Chorus","Invisible","Taylor Swift"
"483",8,"She don't even know you","Chorus","Invisible","Taylor Swift"
"484",9,"She's never gonna love you like I want to","Chorus","Invisible","Taylor Swift"
"485",10,"And you just see right through me","Chorus","Invisible","Taylor Swift"
"486",11,"But if you only knew me","Chorus","Invisible","Taylor Swift"
"487",12,"We could be a beautiful","Chorus","Invisible","Taylor Swift"
"488",13,"Miracle","Chorus","Invisible","Taylor Swift"
"489",14,"Unbelievable","Chorus","Invisible","Taylor Swift"
"490",15,"Instead of just invisible","Chorus","Invisible","Taylor Swift"
"491",16,"Oh, yeah","Chorus","Invisible","Taylor Swift"
"492",17,"There's a fire inside of you","Verse 2","Invisible","Taylor Swift"
"493",18,"That can't help but shine through","Verse 2","Invisible","Taylor Swift"
"494",19,"She's never gonna see the light","Verse 2","Invisible","Taylor Swift"
